year,gdp_per_capita,unemployment_rate,population,urban_pct,country_code,asylum_applications,temp_mean,heatwave_days,precip_total,precip_days_heavy,dry_days,evapotrans_total
2021,60647.5416365347,8.803,10415811.0,88.1741651958315,SE,20420.0,7.0897827,0,671.4,3,257,610.2991
2022,54836.8907235124,7.417,10486941.0,88.4038576504809,SE,23845.0,7.6465073,0,601.5,3,254,645.01373
2023,54950.2834725622,7.611,10536632.0,88.631216160938,SE,17040.0,7.0967293,0,772.0,1,227,630.54285
2010,23329.8417691156,7.236,2048583.0,50.1194862794826,SI,245.0,9.498997,0,1367.2,13,220,712.56476
2011,24940.6284841605,8.166,2052843.0,49.9463818748723,SI,360.0,11.103711,0,749.0,10,279,848.5071
2012,22442.1417859955,8.841,2057159.0,49.7619476318359,SI,305.0,10.808406,0,1209.7,18,245,813.2443
2013,23236.9655321695,10.103,2059953.0,50.0466580754027,SI,270.0,10.453819,0,1231.8,13,224,763.76544
2014,24013.0682060959,9.668,2061980.0,50.983470916748,SI,385.0,11.52475,0,1507.9,19,201,728.8854
2015,20697.2748530619,8.962,2063531.0,53.6612160294144,SI,275.0,11.250817,0,1005.3,14,254,796.3902
2016,21447.8377796036,8.0,2065042.0,53.647274017334,SI,1310.0,10.8873,0,1246.8,15,219,752.0351
2017,23303.077705959,6.564,2066388.0,55.2451133728027,SI,1475.0,10.510022,0,1343.1,24,247,844.8318
2018,25888.0481065655,5.108,2073894.0,55.1913430955675,SI,2875.0,11.097877,0,1112.9,11,231,796.1414
2019,25814.1687167572,4.446,2088385.0,55.4523277282715,SI,3820.0,11.092374,0,1345.7,20,228,804.0798
2020,25392.0651093612,4.971,2102419.0,55.384391784668,SI,3550.0,10.802014,0,1275.0,20,232,825.02075
2021,29192.8401933019,4.744,2108079.0,55.3046289429588,SI,5300.0,10.262203,0,1105.1,16,241,827.7764
2022,28360.3041467268,4.011,2112076.0,55.3377817873563,SI,6785.0,11.503962,0,940.5,11,258,893.3258
2023,32660.4753581346,3.652,2120461.0,55.5378927789875,SI,7260.0,11.281353,0,1602.4,28,231,818.4774
2010,16899.448680529,14.387,5391428.0,54.5650740704331,SK,540.0,9.669164,0,843.9,5,242,769.2681
2011,18469.4354316836,13.634,5398384.0,54.4167387988534,SK,490.0,11.036989,0,478.7,1,275,889.5938
2012,17516.9691054078,13.966,5407579.0,54.2764528316182,SK,730.0,11.573293,1,523.9,2,273,954.0763
2013,18312.7805149823,14.226,5413393.0,54.1384024098892,SK,440.0,10.786796,1,698.4,2,246,828.8219
2014,18770.9289896545,11.536,5418649.0,54.0029125499893,SK,330.0,12.034632,0,811.6,6,245,823.14856
2015,16442.0760860018,11.492,5423801.0,53.8700628001622,SK,330.0,11.909461,0,544.2,5,269,902.5108
2016,16636.0769133073,9.679,5430798.0,53.7399327086517,SK,145.0,11.346432,0,630.4,2,243,842.2842
2017,17645.5298716761,8.142,5439232.0,53.6126018237016,SK,165.0,11.34831,1,556.2,1,264,974.25305
2018,19573.3717031314,6.544,5446771.0,53.4881496935559,SK,175.0,12.342381,0,573.4,2,247,974.0194
2019,19406.0589683582,5.761,5454147.0,53.3666558664583,SK,230.0,12.074162,0,630.5,1,250,927.2468
2020,19735.4858280801,6.719,5458827.0,53.2481998906526,SK,280.0,11.562449,0,716.9,3,249,911.7042
2021,22123.3342114545,6.894,5447247.0,53.1901479870605,SK,370.0,10.79391,0,611.2,2,264,904.7072
2022,21317.7943982363,6.143,5431752.0,53.1902831072528,SK,545.0,11.938368,0,527.60004,0,262,986.67694
2023,24614.8734642794,5.843,5426740.0,53.190805019646,SK,415.0,12.215262,0,735.4,5,240,929.6085
