country,date,GDP,Fossil_Fuels,CO2_emit,Urban_pop
Croatia,2008,15898.7998960876,78.0516061170525,21726.3,2362537.0
Croatia,2009,14421.1714758536,76.1296542677746,20305.9,2367290.0
Croatia,2010,13693.5000292691,74.2949719561098,19457.3,2369143.0
Croatia,2011,14655.8743881973,74.6370982792933,19027.6,2368126.0
Croatia,2012,13439.6645555189,72.2377621242352,17403.0,2368751.0
Croatia,2013,13979.1855602956,71.3032462860036,17010.6,2370674.0
Croatia,2014,14001.1603438958,70.7036623421282,16236.4,2370234.0
Cyprus,1990,9641.5751953125,99.5504398173923,4591.2,526529.0
Cyprus,1991,9696.099609375,99.6023274610834,5109.0,536873.0
Cyprus,1992,11310.072265625,99.6497969370623,5479.7,547835.0
Cyprus,1993,10526.1416015625,99.6752479293195,5735.8,559952.0
Cyprus,1994,11617.6923828125,99.2772157681934,5977.9,573504.0
Cyprus,1995,15261.41015625,97.3660842562747,5848.0,586772.0
Cyprus,1996,15139.2265625,97.5930946539924,6211.3,599856.0
Cyprus,1997,14234.244140625,97.5864425725405,6304.9,612820.0
Cyprus,1998,15092.826171875,97.677292296233,6610.0,625673.0
Cyprus,1999,15287.9189453125,97.6916192591235,6871.1,638398.0
Cyprus,2000,14388.34765625,97.8604881007199,7127.7,650946.0
Cyprus,2001,14821.447265625,97.8273938327575,6992.1,663504.0
Cyprus,2002,16093.21484375,97.7756552510606,7168.5,674708.0
Cyprus,2003,20252.23828125,97.8101748386258,7834.1,685770.0
Cyprus,2004,23792.62109375,97.5007966536882,7778.8,696882.0
Cyprus,2005,24959.259765625,97.4315706565891,7900.8,707981.0
Cyprus,2006,26729.32421875,97.5068932877896,7999.4,719017.0
Cyprus,2007,31244.92578125,96.7166461124675,8307.1,730040.0
Cyprus,2008,35397.36328125,96.1058446007409,8490.7,741066.0
Cyprus,2009,32109.2421875,95.7814844337477,8276.1,752074.0
Cyprus,2010,31023.267578125,95.3906538183929,7898.4,763114.0
Cyprus,2011,32395.75390625,94.8940948336657,7634.6,771857.0
Cyprus,2012,28910.74609375,94.165524866543,7098.8,777911.0
Cyprus,2013,27727.53515625,92.9908098356461,6427.7,783467.0
Cyprus,2014,27162.322265625,92.9062150260328,6811.8,788952.0
Czechia,1990,3941.50309406941,91.6258468911879,153149.3,7772750.0
Czechia,1991,2896.60913065504,91.7465882980453,139757.1,7747721.0
Czechia,1992,3372.86542951101,90.4787440159465,136842.4,7742438.0
Czechia,1993,3956.1783495613,89.7009840471309,130982.2,7737165.0
Czechia,1994,4630.55121674353,88.4835988430397,125199.7,7726630.0
Czechia,1995,5824.12129119574,89.2630698676591,124519.0,7708571.0
Czechia,1996,6532.83705470198,89.2616392628893,128483.7,7686196.0
Czechia,1997,6034.48843731935,89.5531404215057,126005.8,7664419.0
Czechia,1998,6489.7036188033,88.81523707045,119767.3,7643675.0
Czechia,1999,6337.41912037126,87.9310134311233,112359.9,7622397.0
Czechia,2000,6029.03819275358,89.962835459286,124716.7,7587516.0
Czechia,2001,6637.04165713981,89.0209378258251,124341.3,7547721.0
Czechia,2002,8060.86870292424,86.8719392271477,120209.9,7526242.0
Czechia,2003,9818.56849307488,84.2496042476403,123372.9,7517054.0
Czechia,2004,11749.8526643577,83.6902433837101,123786.0,7512306.0
Czechia,2005,13430.6698955613,83.6751207215882,121893.6,7515659.0
Czechia,2006,15261.7975911138,82.9781730781546,122553.6,7528974.0
Czechia,2007,18466.5479299216,83.0622773413802,124432.8,7565828.0
Czechia,2008,22804.5776774507,81.4233055710291,118718.3,7621676.0
Czechia,2009,19861.6974295256,79.6576977172214,113246.1,7657912.0
Czechia,2010,19960.0684872157,80.559800806804,114167.6,7673029.0
Czechia,2011,21871.2660754128,79.2873391262345,111220.1,7681562.0
Czechia,2012,19870.8012123403,77.20089282697,107320.2,7693579.0
Czechia,2013,20133.1691431353,77.1817694354636,102910.3,7705910.0
Czechia,2014,19890.9199056648,75.2785222475024,99960.6,7723921.0
Czechia,2015,17829.6983223668,77.7345870580784,101167.5,7748928.0
Denmark,1990,26891.4464489571,89.5905186206529,51978.0,4361727.0
Denmark,1991,27011.3774590051,94.0844192736689,62700.3,4374504.0
Denmark,1992,29569.6603567112,90.7248879782048,56970.3,4390390.0
Denmark,1993,27597.9752286357,91.7570149714862,59301.1,4406442.0
Denmark,1994,29995.5796235479,94.6384716257977,63171.5,4422754.0
Denmark,1995,35351.3654606819,92.3630409445,60038.4,4447268.0
Denmark,1996,35650.7140860994,98.5262624585134,73375.1,4473929.0
Denmark,1997,32835.9399398833,94.3666638164267,63617.3,4493986.0
Denmark,1998,33368.142415092,92.6766256004631,59710.3,4511769.0
Denmark,1999,33440.7948054204,90.892894575195,56728.5,4528106.0
Denmark,2000,30743.5476816354,88.2800504024992,52602.0,4544013.0
Denmark,2001,30751.654348268,88.2707013007272,54245.4,4563004.0
Denmark,2002,33228.6935448819,87.9899084650889,53839.7,4582981.0
Denmark,2003,40458.7773986609,89.6796771920172,59234.0,4601394.0
Denmark,2004,46511.5983324305,85.4747882362454,53727.6,4624434.0
Denmark,2005,48799.8256011275,82.1873030525818,50201.9,4652908.0
Denmark,2006,52026.9995142723,86.6366222223976,58134.0,4681382.0
Denmark,2007,58487.0549677696,82.0366135499006,53411.4,4712839.0
Denmark,2008,64322.0635020842,80.1313683361241,50127.7,4751268.0
Denmark,2009,58163.2768762815,79.5758042575441,47933.6,4785983.0
Denmark,2010,58041.3984363385,78.2742257090851,48124.8,4815111.0
Denmark,2011,61753.647131977,74.8222782100362,43098.0,4844002.0
Denmark,2012,58507.5080517852,70.8623706607139,38216.2,4872608.0
Denmark,2013,61191.1937042028,70.2593871097906,39960.7,4901386.0
Denmark,2014,62548.9847332908,67.7045581238811,35820.0,4932961.0
Denmark,2015,53254.8563700916,64.9270894675666,33704.9,4974525.0
Estonia,1995,3134.38975345407,28.0047305722836,16498.1,1009954.0
Estonia,1996,3380.92630243199,27.9745624170002,17480.0,992487.0
Estonia,1997,3682.95230146695,27.5180340245522,17858.5,978597.0
Estonia,1998,4093.39247738765,31.2408643124291,16427.8,966608.0
Estonia,1999,4140.93660232167,32.2073055951788,15487.3,966817.0
Estonia,2000,4070.60902410208,28.6516233078236,14932.5,969061.0
Estonia,2001,4505.85833233188,31.874953468513,15231.7,961159.0
Estonia,2002,5341.62894677002,29.5870558288905,14795.1,953352.0
Estonia,2003,7203.52303786646,28.3068900453646,16682.0,945646.0
Estonia,2004,8914.10355674451,29.2458584875322,16755.0,938279.0
Estonia,2005,10412.6443137966,30.2847036757074,16807.7,931205.0
Estonia,2006,12639.4000677296,31.4113867223418,16090.0,924006.0
Estonia,2007,16744.5844516343,28.5986648091688,19765.8,918084.0
Estonia,2008,18204.9664786762,28.0720192126046,17481.5,913914.0
Estonia,2009,14711.7352728223,23.2880943203542,14047.9,910446.0
Estonia,2010,14663.0446126465,20.5748577715591,18500.4,906655.0
Estonia,2011,17487.8047830922,18.8779781157611,18502.6,902194.0
Estonia,2012,17403.2053254767,19.5597493844909,16989.0,899089.0
Estonia,2013,19056.0019226989,17.1986297458196,18846.5,897846.0
Estonia,2014,20261.0667303886,14.4902911133818,17594.9,897427.0
Estonia,2015,17402.0376128079,13.0562153357344,14377.1,899949.0
Finland,1990,28364.6450765922,55.4701768921455,54562.8,3957581.0
Finland,1991,25484.7392935746,56.5622055798828,55132.7,4003120.0
Finland,1992,22319.059460246,53.9284913407299,52280.5,4040047.0
Finland,1993,17608.8123902264,54.8054549714533,53461.8,4073879.0
Finland,1994,20301.333085866,56.8847441514731,59927.6,4105674.0
Finland,1995,26271.5998141691,52.9464571973764,56092.5,4135420.0
Finland,1996,25783.4504878611,55.6521575600797,62574.4,4162332.0
Finland,1997,24691.8728133698,53.2654293083833,60624.0,4187218.0
Finland,1998,26009.2694886182,51.4975218349994,57265.6,4210769.0
Finland,1999,26186.1900105755,50.7932485845569,56509.9,4232899.0
Finland,2000,24345.9148217032,49.7867013796177,55097.5,4253964.0
Finland,2001,24967.7925153182,50.3344195259089,61088.1,4273258.0
Finland,2002,26997.7529897788,51.3468472390785,63439.7,4290649.0
Finland,2003,32927.6802919408,54.4223957521716,71708.1,4307931.0
Finland,2004,37772.1781110398,53.3348435194718,67682.9,4327463.0
Finland,2005,39054.8504423825,49.1854771005222,55460.2,4349276.0
Finland,2006,41222.6020004611,51.7060955208221,67024.9,4372951.0
Finland,2007,48476.3927287052,49.8206882858933,65102.7,4398523.0
Finland,2008,53772.7942390019,47.7186223640103,56660.1,4426008.0
Finland,2009,47481.4845364339,48.4789118680744,54180.9,4454167.0
Finland,2010,46505.3031791811,48.800028810787,62526.4,4492880.0
Finland,2011,51148.9316365833,46.9886280150822,55123.4,4543014.0
Finland,2012,47708.0612784469,43.0333637246216,49408.1,4593267.0
Finland,2013,49892.2233632732,42.6267230473743,50191.3,4629925.0
Finland,2014,50327.2402902632,42.1825267911597,46161.7,4651843.0
Finland,2015,42801.9081167285,40.2079829899529,42815.4,4669930.0
France,1990,21865.5552539348,58.1539584917482,356297.9,42985584.0
France,1991,21675.7060879719,57.9447844498674,380691.3,43466704.0
France,1992,23814.227367599,56.1597057816164,368655.7,43784946.0
France,1993,22380.331904695,54.1940255085975,349524.6,44076650.0
France,1994,23496.367675721,53.3134830299191,344475.4,44343217.0
France,1995,26889.4250554833,53.5738219802218,352283.1,44605346.0
France,1996,26870.2852380937,53.8475011646019,367959.6,44866400.0
France,1997,24226.8846867539,52.9006753811753,359140.5,45127383.0
France,1998,24971.5744885632,54.7942648653587,381182.3,45395596.0
France,1999,24678.3910613218,54.0187015137821,375003.6,45749812.0
France,2000,22416.425417915,52.8059388521141,373235.8,46221663.0
France,2001,22449.3396931175,53.4005781295709,376860.3,46717151.0
France,2002,24288.2700193508,52.8135340747216,371167.2,47215240.0
France,2003,29627.92426353,52.693992518837,376838.7,47708761.0
France,2004,33797.1624418436,52.4150385403935,377948.5,48218178.0
France,2005,34768.1759037525,52.2971079398512,380816.1,48737209.0
France,2006,36470.2128399313,51.8924519811957,371741.0,49233640.0
France,2007,41557.6235648179,51.685506010111,363052.2,49694312.0
France,2008,45515.9617533473,50.8434654962609,358211.2,50131182.0
France,2009,41737.7635518137,50.8516825886653,343882.5,50550197.0
France,2010,40676.0647913181,49.8363783215558,347940.1,50963811.0
France,2011,43846.4660764798,48.6769865100636,335031.9,51375729.0
France,2012,40870.8523645734,49.0120270700645,338315.4,51793062.0
France,2013,42602.7179652667,48.5435813113108,338453.1,52230911.0
France,2014,43068.5487241739,46.2259230612383,306017.4,52647802.0
France,2015,36652.9223052178,46.4879708722364,311175.4,53009026.0
Germany,1990,22303.9613266628,86.8378846422216,955307.7,58079842.0
Germany,1991,23357.757725073,87.0963647688039,932548.1,58625381.0
Germany,1992,26438.2303888417,85.9528487218234,892817.4,59146205.0
Germany,1993,25522.6295733618,86.009309164167,887057.0,59647492.0
Germany,1994,27076.60675014,86.0218094231372,875897.1,60028206.0
Germany,1995,31658.3493789135,85.8109547056758,874659.4,60378049.0
Germany,1996,30485.8665482279,85.9086975341013,904337.4,60725922.0
Germany,1997,26964.0494672673,84.6294606624236,872646.5,60986289.0
Germany,1998,27289.0593603191,84.9224619914077,865253.7,61167004.0
Germany,1999,26734.9425369252,83.9313716428922,833594.9,61376500.0
Germany,2000,23694.7604830673,83.6219751354806,830284.1,61629857.0
Germany,2001,23628.3272122367,83.6050330188045,847678.2,61902439.0
Germany,2002,25197.2656001848,83.2781567929544,833382.2,62174878.0
Germany,2003,30310.3575963774,83.1823140879026,836794.5,62376854.0
Germany,2004,34106.6581224001,82.5660216166658,821073.6,62529997.0
Germany,2005,34520.2396492496,81.8556762682578,802383.2,62660267.0
Germany,2006,36353.8803343631,81.2718831767448,814413.1,62753557.0
Germany,2007,41640.0808695147,81.2719501564706,783803.0,62833410.0
Germany,2008,45612.7106221441,80.8022517833709,789690.4,62875807.0
Germany,2009,41650.3678297162,79.9674688538157,734805.5,62877220.0
Germany,2010,41572.4559481507,79.560350259586,773069.1,62940432.0
Germany,2011,46705.8957963353,80.3702087567313,746477.3,61940177.0
Germany,2012,43855.8544658618,80.6252229786616,760127.7,62064608.0
Germany,2013,46298.9229177341,81.0882680135356,776151.8,62242278.0
Germany,2014,48023.8699845462,79.7105269369918,736011.7,62510392.0
Germany,2015,41103.2564363768,78.862551056755,742314.4,63062064.0
Greece,1990,9600.18523506603,94.5633807165641,75619.4,7287341.0
Greece,1991,10188.3697801238,94.0558441412448,75818.0,7392680.0
Greece,1992,11176.4584190614,94.3219625820746,78176.9,7462054.0
Greece,1993,10401.9830146096,94.1611940096502,78090.9,7518737.0
Greece,1994,11091.2838472779,94.2701135036555,79730.8,7569094.0
Greece,1995,12959.3242908115,93.8500600395513,82834.5,7617319.0
Greece,1996,13749.1151120679,93.4629999895318,82753.7,7663691.0
Greece,1997,13427.8325055002,93.5109472268787,83761.7,7714274.0
Greece,1998,13472.1376092623,94.0869481450655,87127.2,7770011.0
Greece,1999,13249.6633239242,94.1798350397627,87395.5,7812670.0
Greece,2000,12072.9293569196,94.5911932503073,94460.6,7857551.0
Greece,2001,12549.036894906,94.387342657927,96607.8,7919906.0
Greece,2002,14177.5721592705,94.0716597172761,96596.2,7991509.0
Greece,2003,18518.3788387396,93.9892259195107,100216.6,8052786.0
Greece,2004,21995.477943746,93.779444401372,99844.6,8114802.0
Greece,2005,22560.1472939077,93.4107380305851,101947.3,8180275.0
Greece,2006,24821.9367451879,92.8859917071343,100702.8,8246206.0
Greece,2007,28863.9732885018,93.0260213545142,104309.9,8308341.0
Greece,2008,32127.9831943287,92.7801542308939,100405.6,8371303.0
Greece,2009,29828.7560245271,92.3708331056732,94740.2,8433780.0
Greece,2010,26716.6488260274,90.3856027553296,87578.5,8484693.0
Greece,2011,25483.8825644931,90.8529640366756,84547.2,8511794.0
Greece,2012,21912.9982879517,90.1482336284077,80085.3,8505100.0
Greece,2013,21787.7877636035,88.0012527595895,72484.2,8482139.0
Greece,2014,21616.7100094908,86.0493171783821,69548.7,8463623.0
Greece,2015,18083.8779056547,82.5746351336883,68010.2,8445266.0
Hungary,1991,3350.25832349229,81.6714474961841,64552.2,6816672.0
Hungary,1992,3735.10582034276,81.0604298028867,58001.9,6800940.0
Hungary,1993,3873.98772279767,81.899853235155,58382.4,6780138.0
Hungary,1994,4173.37302405441,81.1319317636215,57784.3,6757831.0
Hungary,1995,4494.70762405948,81.6028171512384,57431.3,6735415.0
Hungary,1996,4525.03910312241,81.9531038009727,58454.9,6710863.0
Hungary,1997,4596.18262235195,81.8862088835375,56990.1,6684288.0
Hungary,1998,4744.21226429639,82.1691286167692,57353.3,6655715.0
Hungary,1999,4793.47852203763,81.7412151068611,57910.5,6623887.0
Hungary,2000,4624.28165670295,80.5389134842981,54633.3,6593735.0
Hungary,2001,5276.03318905496,80.9818366746925,56280.4,6588305.0
Hungary,2002,6655.33300865319,80.791825677513,55599.9,6611324.0
Hungary,2003,8419.43087098103,83.1371684473415,58186.9,6633742.0
Hungary,2004,10301.7033946743,81.8208390734872,56349.8,6660205.0
Hungary,2005,11223.3993032598,80.368227659364,55921.2,6694281.0
Hungary,2006,11489.5608654088,80.0627646359818,55457.5,6737243.0
Hungary,2007,13940.9092761999,78.9765498260311,53850.4,6779707.0
Hungary,2008,15772.3300839383,77.823726130605,53014.2,6820246.0
Hungary,2009,13077.305465178,74.1696086981975,47839.1,6861506.0
Hungary,2010,13217.5045951108,74.2719227963091,47880.5,6891116.0
Hungary,2011,14234.471576937,73.2938007635168,46907.3,6916190.0
Hungary,2012,12984.8365730133,71.786423651207,43427.2,6912310.0
Hungary,2013,13715.0703590361,69.5496374890108,40762.6,6920508.0
Hungary,2014,14294.2584180751,68.1924013959596,40625.2,6928924.0
Hungary,2015,12717.038597002,69.549793691078,43384.1,6939335.0
Ireland,1990,14031.3025675469,85.0618937955662,30961.5,2000470.0
Ireland,1991,14087.2074393708,85.4330087439129,31466.7,2017094.0
Ireland,1992,15714.3847487231,84.5597842481418,31505.4,2038731.0
Ireland,1993,14657.0615549805,86.1556245660276,31653.6,2056779.0
Ireland,1994,15902.9296755168,86.853993745412,32818.7,2072766.0
Ireland,1995,19158.4564773907,88.0559392508297,33448.2,2091287.0
Ireland,1996,20835.8977130847,89.4490411512999,34821.2,2116049.0
Ireland,1997,22551.1139134126,89.3031485484219,35972.5,2146414.0
Ireland,1998,24294.8547674007,90.0642815839642,38419.0,2178016.0
Ireland,1999,26338.1077543817,91.7990546884727,39973.3,2211944.0
Ireland,2000,26334.5672050501,92.5157191050349,42533.5,2250951.0
Ireland,2001,28282.409882073,92.5215919069171,44815.3,2296510.0
Ireland,2002,32705.4345565698,91.4591391780774,43929.8,2345367.0
Ireland,2003,41203.5295847568,92.0022630739466,44086.8,2394915.0
Ireland,2004,47754.2023194244,93.2769299330177,44687.6,2450379.0
Ireland,2005,50933.0216095589,90.915524156573,46650.5,2515791.0
Ireland,2006,54329.1618599624,90.9729911504884,47263.3,2595694.0
Ireland,2007,61396.417461176,90.9317823037878,46604.8,2680715.0
Ireland,2008,61353.1065629523,89.9243442673944,45911.3,2744952.0
Ireland,2009,52133.0906162544,88.8851233357875,40583.3,2782090.0
Ireland,2010,48663.6004439251,90.0030994269017,40347.7,2806411.0
Ireland,2011,52219.7057327581,88.322462252709,36488.1,2827835.0
Ireland,2012,48943.8206459561,86.8556446102903,37009.5,2849043.0
Ireland,2013,51496.9616850661,86.2779024708277,35688.2,2873286.0
Ireland,2014,55752.7649838131,84.4375871556249,35556.5,2903635.0
Ireland,2015,62179.2642662951,85.3428197664443,37087.2,2940510.0
Italy,1990,20825.7842228307,93.4381888314656,405262.0,37846480.0
Italy,1991,21956.5297707332,92.8953720752908,404074.1,37861339.0
Italy,1992,23243.4745277206,92.5812418928353,402274.3,37907512.0
Italy,1993,18738.7638969132,92.2702900571247,396927.9,37964793.0
Italy,1994,19337.6308996383,92.0879374489954,392285.5,38006634.0
Italy,1995,20664.5522701724,93.0246520668659,416415.0,38041344.0
Italy,1996,23081.6046757702,92.6146554090799,412153.5,38086153.0
Italy,1997,21829.3458226222,92.4434641764684,415517.3,38140443.0
Italy,1998,22318.1373007109,92.2858909543463,426372.2,38185563.0
Italy,1999,22005.0545405773,91.8413718480898,433010.6,38226137.0
Italy,2000,20137.5912217673,91.7300953931907,436296.6,38277624.0
Italy,2001,20500.9543995672,91.4034247883699,436571.4,38333314.0
Italy,2002,22376.2978989329,91.0358673382802,443473.1,38447500.0
Italy,2003,27526.3224609957,90.2161116960919,462197.8,38686985.0
Italy,2004,31317.2007943296,90.406242362097,472404.8,39006818.0
Italy,2005,32055.0920757503,89.8014461800991,473831.8,39267369.0
Italy,2006,33529.7266014361,89.1908787219636,466654.5,39454178.0
Italy,2007,37870.7475070969,88.1830431207349,459371.1,39722857.0
Italy,2008,40944.9124194678,86.8421531044015,444984.5,40056298.0
Italy,2009,37226.7571935402,84.8513256669208,397057.1,40308358.0
Italy,2010,36035.6449950691,84.6287740206212,405272.3,40502481.0
Italy,2011,38649.6394836789,84.4647972084689,396687.4,40641670.0
Italy,2012,35051.5212697703,82.2013557429068,376747.2,40894259.0
Italy,2013,35560.0814062288,79.9643345866816,346458.3,41548775.0
Italy,2014,35565.7213771496,78.5864226219386,327498.0,42109853.0
Italy,2015,30242.3861352184,79.9484547354947,337862.1,42247229.0
Latvia,1995,2329.57673252552,66.4251837827759,8996.82,1708476.0
Latvia,1996,2431.70899961616,65.2337584666889,9009.4,1686883.0
Latvia,1997,2683.2413681237,65.0848845359978,8528.6,1668936.0
Latvia,1998,2973.53484252681,64.9938205011516,8132.5,1649682.0
Latvia,1999,3151.57701817354,63.3295194364182,7548.9,1630787.0
Latvia,2000,3361.64086880275,63.3882903137833,6929.57,1611520.0
Latvia,2001,3578.00190041351,63.6710626741171,7357.2,1588107.0
Latvia,2002,4136.93329688951,63.4126031378961,7352.2,1567452.0
Latvia,2003,5145.19523190241,63.6340489300738,7593.2,1551233.0
Latvia,2004,6378.66652057115,62.9870675602083,7616.5,1536660.0
Latvia,2005,7594.90238431362,63.1815667225766,7715.0,1522383.0
Latvia,2006,9723.44690174779,64.8080120026488,8199.9,1507751.0
Latvia,2007,14113.5291277327,65.129696876696,8531.8,1494021.0
Latvia,2008,16467.1436879405,65.0876798208202,8105.9,1476965.0
Latvia,2009,12331.9285524089,61.1260633910045,7364.1,1452351.0
Latvia,2010,11420.9940032836,65.8499964166208,8518.1,1423002.0
Latvia,2011,13338.9622350852,62.8938992715436,7897.3,1397904.0
Latvia,2012,13847.3379393194,58.0418935861062,7570.7,1381242.0
Latvia,2013,15007.4918561719,58.9242124779904,7452.4,1367090.0
Latvia,2014,15742.3913381908,56.7174275733725,7282.3,1354815.0
Lithuania,1995,2167.79258211454,59.9704724974208,13745.8,2441841.0
Lithuania,1996,2327.43485695499,58.6173339513238,14239.8,2421184.0
Lithuania,1997,2830.27807089131,60.1721669657681,13924.1,2401277.0
Lithuania,1998,3166.66653264509,59.2524350230754,14706.6,2381814.0
Lithuania,1999,3113.17906019859,60.2676664866385,12247.2,2362861.0
Lithuania,2000,3293.22997867086,58.6737698267062,10515.9,2344199.0
Lithuania,2001,3525.79363185461,57.4437163767391,11155.5,2322637.0
Lithuania,2002,4141.59270180102,53.4532136853906,11223.2,2300933.0
